test_id,test_strain,type,ailment_1,ailment_2,ailment_3,ailment_4,ailment_5,effects_1,effects_2,effects_3,effects_4,effects_5,effects_6,effects_7,effects_8,flavor_1,flavor_2,flavor_3,flavor_4
92788,Purple People Eater,Hybrid,Depression, Stress,,,,Uplifted, Creative, Euphoric, Focused, Relaxed,,,,Grape,,,
93188,Kandahar,Hybrid,Insomnia, Depression, Pain, Stress,,Relaxed, Sleepy, Uplifted, Euphoric,,,,,Earthy,,,
93696,Pineapple Jack,Hybrid,Stress, Depression, Lack of Appetite,,,Relaxed, Energetic, Uplifted, Happy, Focused, Dry Mouth, Paranoid,,Pineapple, Citrus, Sweet,
94251,Commerce City Kush,Hybrid,Insomnia, Pain, Stress, Depression,,Euphoric, Happy, Relaxed, Sleepy, Talkative, Dry Mouth,,,Sweet,,,
94579,Wonder,Hybrid,,,,,,,,,,,,,,None,,,
95375,Dreamweaver,Hybrid,,,,,,,,,,,,,,Earthy,Spicy/Herbal,Woody,
95613,King Louis XIII,Hybrid,Stress, Insomnia, Pain, Depression, Muscle Spasms,Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Paranoid, Anxious,Earthy, Pine,,
96132,Mother Tongue,Sativa,Lack of Appetite, Stress, Pain, Inflammation,,Euphoric, Happy, Relaxed, Hungry, Sleepy, Paranoid, Anxious, Dry Mouth,Earthy,,,
96660,Strawberry Fields,Hybrid,Stress, Pain, Muscle Spasms, Depression, Insomnia,Relaxed, Euphoric, Happy, Uplifted, Hungry, Dry Mouth, Paranoid,,Strawberry, Berry, Sweet,
96701,LA Ultra,Indica,Insomnia, Stress, Pain,,,Relaxed, Euphoric, Happy, Sleepy, Tingly, Dry Mouth, Paranoid,,Lemon,,,
96811,Pakistan Valley Kush,Indica,Insomnia, Stress, Depression, Pain, Lack of Appetite,Relaxed, Happy, Sleepy, Euphoric, Uplifted, Dry Mouth,,,Pine, Sweet, Earthy,
97199,Incredible Bulk,Indica,Stress, Muscle Spasms, Insomnia, Pain, Lack of Appetite,Relaxed, Happy, Tingly, Sleepy, Dry Mouth, Paranoid, Anxious,,Earthy, Citrus,,
97294,Blackberry Cream,Hybrid,Depression, Stress, Insomnia, Muscle Spasms, Pain,Relaxed, Happy, Euphoric, Uplifted, Sleepy, Dry Mouth,,,Berry, Sweet,,
98036,Sour Pebbles,Hybrid,Stress, Depression, Pain, Nausea,,Happy, Euphoric, Hungry, Creative, Dry Mouth,,,,Sweet, Berry,,
98985,Aloha,Hybrid,Depression, Stress, Pain,,,Energetic, Uplifted, Happy, Creative, Focused, Dry Mouth, Anxious,,Sweet, Citrus,,
99233,Sour Jack,Hybrid,Depression, Stress, Pain,,,Energetic, Happy, Creative, Uplifted, Euphoric, Dry Mouth, Anxious, Paranoid,Citrus,,,
99532,CBD Shark,Indica,Pain, Stress, Inflammation, Depression,,Relaxed, Happy, Sleepy, Focused, Euphoric, Dry Mouth, Paranoid, Anxious,Earthy, Pine,,
99682,Blue Dot,Sativa,Stress, Pain, Depression, Nausea,,Uplifted, Energetic, Relaxed, Happy, Focused, Dry Mouth, Paranoid, Anxious,Earthy, Berry,,
99696,Lemon G,Hybrid,Pain, Stress, Depression, Inflammation, Nausea,Focused, Happy, Relaxed, Uplifted, Creative, Dry Mouth, Paranoid,,Lemon, Citrus, Sweet,
101457,Very Berry Haze,Hybrid,Pain, Inflammation, Muscle Spasms,,,Happy, Focused, Uplifted, Euphoric, Hungry, Dry Mouth, Anxious, Paranoid,Berry, Sweet,,
102248,Twizzler,Hybrid,,,,,,,,,,,,,,Mango,Earthy,Pine,
102271,Extreme OG,Hybrid,Pain, Stress, Muscle Spasms, Lack of Appetite, Nausea,Relaxed, Sleepy, Hungry, Happy, Horny, Dry Mouth,,,Lime, Earthy, Citrus,
102276,Colombian Gold,Hybrid,Depression, Stress, Pain, Lack of Appetite, Inflammation,Euphoric, Happy, Uplifted, Energetic, Relaxed, Dry Mouth, Paranoid,,Earthy, Sweet,,
103783,Tangie Ghost Train,Sativa,Depression, Lack of Appetite, Stress,,,Uplifted, Energetic, Euphoric, Focused, Happy,,,,Sweet, Citrus,,
104469,Himalayan Blackberry,Indica,Insomnia, Stress, Depression, Lack of Appetite,,Sleepy, Happy, Tingly, Euphoric, Relaxed, Dry Mouth,,,Berry, Blueberry,,
104662,Narnia,Sativa,Stress, Depression, Pain, Lack of Appetite,,Creative, Energetic, Focused, Uplifted, Happy, Dry Mouth, Paranoid, Anxious,Sweet, Earthy, Citrus,
104663,Appalachian Power,Sativa,,,,,,Euphoric, Creative, Focused, Talkative, Uplifted,,,,Grape, Sweet,,
105062,Pacific Blue,Indica,Stress, Insomnia, Pain, Depression,,Happy, Tingly, Relaxed, Sleepy, Euphoric, Dry Mouth,,,Blueberry, Berry,,
105659,Sour Bubble,Indica,Pain, Depression, Nausea, Insomnia, Stress,Relaxed, Sleepy, Happy, Creative, Dry Mouth, Anxious,,,Sweet, Earthy,,
106004,Blueberry Dream,Hybrid,Stress, Depression, Pain, Insomnia,,Relaxed, Euphoric, Happy, Focused, Creative, Dry Mouth,,,Blueberry, Berry, Earthy,
106037,Lucy,Hybrid,,,,,,Relaxed,Sleepy,Uplifted,Happy,Hungry,,,,,,,
106437,Clementine,Hybrid,Stress, Pain, Depression, Nausea,,Happy, Energetic, Euphoric, Relaxed, Uplifted, Dry Mouth, Anxious,,Citrus, Orange, Sweet,
106695,Bogglegum,Hybrid,,,,,,,,,,,,,,Sweet,Earthy,Berry,
106801,Hempstar,Sativa,Stress, Depression, Nausea, Pain, Lack of Appetite,Happy, Focused, Relaxed, Euphoric, Uplifted, Dry Mouth, Paranoid,,Earthy,,,
107413,Poochie Love,Hybrid,,,,,,Euphoric, Focused, Creative, Happy, Energetic,,,,Earthy, Skunk,,
107828,Light of Jah,Hybrid,Stress, Depression, Pain,,,Happy, Uplifted, Energetic, Euphoric, Focused, Dry Mouth,,,Earthy,,,
107930,8 Ball Kush,Indica,Depression, Pain, Insomnia, Inflammation,,Relaxed, Happy, Hungry, Creative, Euphoric, Dry Mouth, Paranoid,,Earthy, Pine,,
109072,Super G,Hybrid,,,,,,Creative, Tingly, Uplifted, Energetic, Happy,,,,Earthy, Pine,,
109333,Opal OG Kush,Indica,Stress, Insomnia, Muscle Spasms, Depression, Lack of Appetite,Relaxed, Euphoric, Horny, Happy, Focused, Dry Mouth, Paranoid,,Earthy, Lavender, Strawberry,
112354,Twisted Citrus,Sativa,Depression, Stress, Inflammation, Lack of Appetite,,Energetic, Uplifted, Talkative, Creative, Happy, Dry Mouth, Anxious,,Citrus, Orange, Lemon,
112565,Strawberry Amnesia,Sativa,Stress, Depression, Lack of Appetite,,,Euphoric, Uplifted, Relaxed, Energetic, Focused, Dry Mouth, Anxious,,Strawberry, Sweet,,
112879,Platinum Purple Kush,Indica,Insomnia, Stress, Pain, Depression, Lack of Appetite,Relaxed, Euphoric, Happy, Hungry, Uplifted, Dry Mouth, Paranoid, Anxious,Sweet, Berry, Earthy,
114220,Extreme Cream,Hybrid,Pain, Stress, Depression, Muscle Spasms, Inflammation,Relaxed, Euphoric, Happy, Uplifted, Hungry, Dry Mouth, Paranoid,,Earthy, Sweet,,
114492,Mammoth,Hybrid,,,,,,Happy,Relaxed,Focused,Uplifted,Creative,,,,,,,
115248,Do-Si-Dos,Indica,Stress, Pain, Depression, Insomnia, Lack of Appetite,Relaxed, Euphoric, Happy, Sleepy, Uplifted, Dry Mouth, Paranoid, Anxious,Earthy, Sweet,,
115315,Face Off OG,Indica,Pain, Stress, Insomnia, Lack of Appetite, Depression,Relaxed, Sleepy, Hungry, Euphoric, Happy, Dry Mouth,,,Earthy, Citrus, Pine,
116223,Dream Beaver,Hybrid,Muscle Spasms, Pain, Seizures,,,Uplifted, Talkative, Energetic, Creative, Focused, Dry Mouth, Anxious,,Pineapple, Earthy,,
116229,Hulkamania,Indica,Depression, Inflammation, Insomnia, Lack of Appetite,,Horny, Tingly, Uplifted, Euphoric, Happy,,,,Sweet, Berry,,
117882,Lemon Meringue,Hybrid,Depression, Stress, Pain,,,Uplifted, Happy, Creative, Energetic, Talkative, Anxious,,,Lemon, Citrus, Sweet,
119729,East Coast Sour Diesel,Sativa,Muscle Spasms, Stress, Pain, Depression, Inflammation,Happy, Focused, Energetic, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious,Citrus, Lemon,,
121080,Brandywine,Indica,,,,,,Sleepy, Talkative, Tingly, Uplifted, Euphoric,,,,,,,
122150,Frida,Indica,Pain, Inflammation, Stress, Muscle Spasms, Depression,Relaxed, Happy, Creative, Horny, Uplifted, Anxious,,,Lemon, Earthy, Pine,
124043,Elphinstone,Hybrid,Depression, Pain, Stress,,,Happy, Uplifted, Creative, Focused, Relaxed, Anxious,,,Citrus, Pine,,
124559,Rocklock,Hybrid,Stress, Depression, Muscle Spasms, Inflammation,,Relaxed, Uplifted, Happy, Euphoric, Sleepy, Dry Mouth, Paranoid,,Earthy,,,
125073,Ambrosia,Hybrid,,,,,,Uplifted,Euphoric,Relaxed,Creative,Focused,,,,,,,
125348,Bangi Haze,Hybrid,Inflammation, Stress,,,,Horny, Uplifted, Euphoric, Hungry,,,,,Berry,,,
127113,Outer Space,Hybrid,Stress, Pain, Depression, Lack of Appetite,,Uplifted, Energetic, Happy, Creative, Euphoric, Dry Mouth, Anxious, Paranoid,Citrus, Sweet, Pine,
127118,Herijuana,Hybrid,Stress, Pain, Insomnia, Depression,,Relaxed, Sleepy, Happy, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious,Earthy, Pine,,
127118,Herijuana,Hybrid,Stress, Pain, Insomnia, Depression,,Relaxed, Sleepy, Happy, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious,Earthy, Pine,,
127591,Pineapple Haze,Hybrid,Depression, Stress, Lack of Appetite,,,Relaxed, Euphoric, Happy, Uplifted, Focused, Dry Mouth, Paranoid,,Pineapple, Citrus,,
128978,Lemon Jack,Hybrid,Stress, Depression, Pain,,,Energetic, Happy, Relaxed, Euphoric, Dry Mouth, Anxious, Paranoid,,Lemon, Citrus, Earthy,
128992,Jack Smack,Sativa,Depression, Stress, Lack of Appetite,,,Energetic, Uplifted, Focused, Happy, Creative, Dry Mouth,,,Blueberry, Earthy,,
129525,Blueberry Pie,Hybrid,,,,,,,,,,,,,,Sweet,Chemical,Citrus,
130954,Pamelina,Indica,Depression, Insomnia, Lack of Appetite, Nausea, Stress,Euphoric, Relaxed, Sleepy, Uplifted, Creative, Dry Mouth,,,,,,
131541,Green Haze,Sativa,Pain, Stress, Nausea, Depression, Lack of Appetite,Happy, Talkative, Creative, Euphoric, Uplifted, Dry Mouth, Paranoid, Anxious,Earthy,,,
133258,CBD Critical Cure,Indica,Pain, Stress, Inflammation, Muscle Spasms, Depression,Relaxed, Uplifted, Happy, Hungry, Focused, Dry Mouth, Anxious,,Earthy, Sweet,,
133817,Yumboldt,Hybrid,Insomnia, Pain, Stress, Depression, Muscle Spasms,Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid,,Citrus, Earthy, Sweet,
134088,ASH,Hybrid,,,,,,Relaxed,Happy,Uplifted,Euphoric,Sleepy,,,,,,,
135894,Blue Bastard,Indica,Stress, Insomnia, Pain, Depression, Muscle Spasms,Euphoric, Happy, Sleepy, Uplifted, Creative, Dry Mouth, Paranoid,,Berry, Pine,,
136333,Dr. Funk,Hybrid,Stress, Insomnia, Lack of Appetite, Pain, Depression,Euphoric, Relaxed, Happy, Uplifted, Tingly, Dry Mouth,,,Earthy, Berry, Blueberry,
136914,Electric Lemon G,Hybrid,Stress, Depression, Pain, Lack of Appetite,,Euphoric, Focused, Energetic, Happy, Uplifted, Dry Mouth, Paranoid, Anxious,Lemon, Citrus, Lime,
141355,Sugar Momma,Hybrid,,,,,,,,,,,,,,Earthy,Woody,Citrus,
141454,Crouching Tiger Hidden Alien,Indica,Stress, Inflammation, Muscle Spasms, Nausea, Pain,Relaxed, Happy, Euphoric, Tingly, Uplifted, Dry Mouth,,,Earthy, Pine,,
141726,Pakistani Chitral Kush,Indica,Stress, Insomnia, Pain, Muscle Spasms, Lack of Appetite,Relaxed, Happy, Hungry, Tingly, Uplifted, Dry Mouth,,,Earthy, Sweet, Berry,
147701,Tesla Tower,Sativa,Depression, Pain, Stress,,,Tingly, Uplifted, Relaxed, Creative, Energetic,,,,Pepper, Sweet, Berry,
148794,Emerald OG,Hybrid,Stress, Depression, Insomnia, Nausea,,Relaxed, Sleepy, Euphoric, Happy, Uplifted, Dry Mouth, Anxious,,Citrus,,,
149424,Sonoma Coma,Hybrid,Depression, Stress, Pain, Lack of Appetite, Nausea,Euphoric, Happy, Uplifted, Relaxed, Energetic, Dry Mouth, Paranoid,,Citrus,,,
149520,Flo OG,Indica,Pain, Stress, Inflammation, Insomnia,,Happy, Relaxed, Euphoric, Focused, Creative, Dry Mouth,,,Sweet, Berry,,
150992,VCDC,Hybrid,,,,,,Relaxed,Happy,Euphoric,Focused,Uplifted,,,,,,,
151161,Hubbabubbasmelloscope,Hybrid,,,,,,,,,,,,,,Sweet,Pungent,Flowery,
151952,Tesla,Hybrid,,,,,,Uplifted,Relaxed,Happy,Euphoric,Giggly,,,,,,,
154875,Hashberry,Hybrid,Pain, Insomnia, Lack of Appetite, Muscle Spasms,,Relaxed, Happy, Euphoric, Uplifted, Tingly, Dry Mouth, Paranoid, Anxious,Berry, Sweet,,
155079,Trix,Hybrid,Stress, Depression,,,,Happy, Talkative, Uplifted, Energetic, Anxious,,,,Sweet, Berry, Grape,
155135,Sirius Black,Indica,Stress, Pain, Depression, Muscle Spasms,,Relaxed, Uplifted, Happy, Euphoric, Sleepy, Dry Mouth,,,Sweet, Grape,,
155504,Locomotion,Hybrid,Stress, Pain, Depression, Nausea,,Euphoric, Relaxed, Happy, Talkative, Dry Mouth, Paranoid, Anxious,,Earthy,,,
156996,Rocky Mountain Blueberry,Indica,Stress, Depression, Pain,,,Euphoric, Uplifted, Relaxed, Energetic, Talkative, Dry Mouth, Paranoid,,Blueberry, Berry, Sweet,
157092,Gummo,Hybrid,,,,,,Euphoric,Uplifted,Happy,Relaxed,Aroused,,,,,,,
157180,Funfetti,Hybrid,,,,,,Happy,Relaxed,Euphoric,Energetic,Uplifted,,,,,,,
160624,Dark Matter,Hybrid,,,,,,,,,,,,,,Citrus,Blueberry,Strawberry,
162165,Anesthesia,Indica,Pain, Stress, Insomnia, Lack of Appetite,,Hungry, Sleepy, Happy, Euphoric, Creative, Paranoid, Anxious,,Earthy,,,
162166,Sinai,Sativa,Lack of Appetite, Stress,,,,Euphoric, Uplifted, Relaxed, Talkative, Happy,,,,Pepper,,,
164979,Purple Candy,Hybrid,Insomnia, Stress, Pain, Depression, Muscle Spasms,Relaxed, Happy, Sleepy, Euphoric, Hungry, Dry Mouth, Paranoid,,Sweet, Grape, Earthy,
168294,Tardis,Hybrid,Depression, Stress, Nausea, Pain,,Talkative, Energetic, Happy, Creative, Uplifted, Dry Mouth,,,Sweet, Earthy,,
169149,Purple Panty Dropper,Hybrid,Stress, Pain, Muscle Spasms, Insomnia, Depression,Relaxed, Uplifted, Euphoric, Horny, Happy, Dry Mouth, Anxious, Paranoid,Berry, Grape, Earthy,
171479,Thunderstruck,Sativa,Depression, Inflammation, Pain, Stress,,Happy, Relaxed, Tingly, Uplifted, Talkative,,,,Pine,,,
172850,Grape Inferno,Hybrid,Insomnia, Pain, Stress, Depression, Inflammation,Relaxed, Sleepy, Hungry, Focused, Happy, Dry Mouth, Paranoid, Anxious,Citrus,,,
173677,Purple Chemdawg,Indica,Pain, Stress, Depression, Insomnia,,Relaxed, Euphoric, Happy, Uplifted, Creative, Dry Mouth, Anxious,,Grape, Earthy, Sweet,
173834,Darth Vader OG,Indica,Insomnia, Stress, Pain, Depression,,Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Paranoid,,Grape, Earthy, Sweet,
174077,Headbanger,Hybrid,,,,,,Happy,Uplifted,Euphoric,Relaxed,Hungry,,,,,,,
174492,Red Congolese,Hybrid,Stress, Depression, Pain,,,Energetic, Euphoric, Uplifted, Happy, Focused, Dry Mouth, Anxious,,Earthy,,,
176052,1024,Hybrid,Stress, Pain, Depression, Inflammation,,Uplifted, Relaxed, Energetic, Creative, Dry Mouth, Anxious,,,Pine,,,
176637,Confidential Cheese,Hybrid,Stress, Pain, Insomnia,,,Sleepy, Relaxed, Happy, Hungry, Creative, Dry Mouth, Anxious, Paranoid,Pine, Sweet,,
177591,Golden Tangie,Sativa,,,,,,Horny, Energetic, Focused, Happy,,,,,,,,
178339,IG Kush,Hybrid,,,,,,,,,,,,,,Earthy,Woody,Sweet,
182898,El Jefe,Hybrid,Depression, Stress, Pain, Insomnia,,Relaxed, Euphoric, Tingly, Happy, Creative, Dry Mouth, Paranoid,,Earthy, Pine,,
182899,Grape Cookies,Hybrid,Stress, Muscle Spasms, Pain, Insomnia,,Relaxed, Happy, Sleepy, Euphoric, Hungry, Dry Mouth, Paranoid, Anxious,Grape, Sweet, Berry,
182906,The Cough,Sativa,Stress, Pain, Depression, Nausea,,Uplifted, Focused, Relaxed, Hungry, Euphoric, Dry Mouth, Anxious,,Pine, Citrus,,
183048,Misty Kush,Indica,Muscle Spasms, Pain, Insomnia,,,Happy, Euphoric, Relaxed, Uplifted, Talkative, Dry Mouth, Paranoid,,Sweet, Mango, Lemon,
183546,Lemon Cake,Hybrid,Stress,,,,,Happy, Relaxed, Creative, Energetic, Euphoric,,,,Lemon, Sweet,,
183743,Nicole Kush,Hybrid,Insomnia, Depression,,,,Relaxed, Euphoric, Sleepy, Uplifted, Dry Mouth,,,,Earthy, Sweet,,
187786,Diamond OG,Hybrid,Stress, Pain, Insomnia, Depression, Lack of Appetite,Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid, Anxious,Earthy, Pine,,
187955,13,,,,,,,,,,,,,,,Honey,Earthy,Woody,
189939,Belladonna,Hybrid,,,,,,Happy,Sleepy,Giggly,Euphoric,Uplifted,,,,,,,
189944,White Haze,Hybrid,Stress, Depression, Lack of Appetite, Nausea,,Focused, Creative, Energetic, Euphoric, Happy, Dry Mouth,,,Lemon, Pine, Citrus,
194938,Voodoo,Hybrid,Pain, Insomnia, Stress,,,Relaxed, Sleepy, Hungry, Tingly, Euphoric, Dry Mouth, Paranoid, Anxious,Citrus,,,
197377,Killing Fields,Sativa,Depression, Stress, Pain, Nausea,,Energetic, Happy, Focused, Euphoric, Uplifted, Dry Mouth, Paranoid,,Lemon, Citrus,,
197526,Rainbow Jones,Indica,Depression, Stress, Inflammation, Lack of Appetite,,Relaxed, Euphoric, Focused, Talkative, Uplifted,,,,Earthy, Sweet,,
198555,Crimson Crush,Hybrid,,,,,,,,,,,,,,Flowery,Lavender,Earthy,
199382,Iced Widow,Indica,Lack of Appetite, Stress, Pain, Insomnia, Depression,Relaxed, Happy, Talkative, Hungry, Dry Mouth, Anxious,,,Earthy, Pine,,
201103,Eran Almog,Hybrid,Stress, Insomnia, Pain, Inflammation, Depression,Relaxed, Sleepy, Euphoric, Happy, Uplifted, Dry Mouth, Paranoid,,Earthy, Sweet, Citrus,
202380,Chocolate Diesel,Hybrid,Stress, Nausea, Pain, Depression,,Euphoric, Happy, Energetic, Creative, Uplifted, Dry Mouth, Paranoid, Anxious,Pine,,,
202674,Alien Bubba,Hybrid,Stress, Depression, Pain, Insomnia, Lack of Appetite,Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Anxious,,Earthy,,,
202758,Kobain Kush,Hybrid,Pain, Stress, Depression, Insomnia,,Relaxed, Happy, Sleepy, Euphoric, Hungry, Anxious,,,Earthy,,,
202865,Salmon River OG,Hybrid,Stress, Depression, Pain, Muscle Spasms, Insomnia,Relaxed, Sleepy, Talkative, Happy, Euphoric, Dry Mouth,,,Earthy,,,
203365,Grape Valley Kush,Hybrid,Lack of Appetite, Pain, Muscle Spasms, Inflammation, Depression,Relaxed, Sleepy, Euphoric, Hungry, Creative,,,,Pineapple,,,
203809,A-Dub,Hybrid,,,,,,Relaxed,Happy,Euphoric,Uplifted,Sleepy,,,,Pungent,Skunk,Spicy/Herbal,
210141,Cherry Kola,Hybrid,Stress, Depression, Pain, Lack of Appetite, Insomnia,Euphoric, Happy, Relaxed, Uplifted, Dry Mouth, Paranoid, Anxious,,Berry, Sweet,,
211756,Rare Darkness,Hybrid,Insomnia, Pain, Stress, Muscle Spasms, Inflammation,Relaxed, Sleepy, Euphoric, Hungry, Happy, Dry Mouth, Anxious,,Grape, Citrus, Sweet,
215921,Blue Buddha,Indica,Depression, Insomnia, Lack of Appetite,,,Happy, Relaxed, Tingly, Euphoric,,,,,,,,
216859,Candy Jack,Hybrid,Stress, Depression, Lack of Appetite,,,Happy, Uplifted, Energetic, Euphoric, Creative, Dry Mouth, Anxious, Paranoid,Sweet, Citrus, Pine,
218358,Ultra Sour,Hybrid,Depression, Lack of Appetite, Stress,,,Uplifted, Energetic, Creative, Happy, Hungry, Dry Mouth, Anxious,,Lemon, Skunk,,
218624,Thai Haze,Hybrid,Depression, Stress, Pain, Lack of Appetite, Muscle Spasms,Creative, Energetic, Happy, Horny, Euphoric, Anxious, Dry Mouth,,Pine, Pepper, Sweet,
218708,Clifford,Hybrid,,,,,,,,,,,,,,Earthy,Berry,Citrus,
222254,White Afghani,Hybrid,,,,,,,,,,,,,,Tropical,Pepper,Sweet,
223358,Gooberry,Hybrid,Pain, Stress, Nausea, Lack of Appetite, Inflammation,Euphoric, Happy, Relaxed, Horny, Dry Mouth,,,,Berry, Sweet,,
229933,Doctor Doctor,Sativa,Inflammation, Muscle Spasms, Nausea, Pain,,Relaxed, Uplifted, Focused, Happy, Tingly,,,,Sweet, Strawberry, Citrus,
231077,Terminator OG,Indica,Stress, Insomnia, Pain, Muscle Spasms,,Relaxed, Happy, Sleepy, Creative, Uplifted, Dry Mouth,,,Sweet, Pine, Rose,
233186,Pinot Noir,Hybrid,,,,,,,,,,,,,,Citrus,Sweet,Orange,
233690,Bluniverse,Hybrid,,,,,,Euphoric,Uplifted,Happy,Tingly,Creative,,,,Berry,Woody,Earthy,
